mean,std,skew,kurtosis,max,min,ptp,energy,freq_energy,dominant_freq_idx,spectral_entropy,label
9.86864910777917e-18,0.9999999999999998,3.3112198612314843,11.020139656198026,4.737962673382525,-0.7386949325417275,5.476657605924252,179.99999999999994,16199.962080717894,3,2.909308448558084,Normal
2.960594732333751e-17,1.0,3.288119615435848,11.447439627964963,4.87774467124463,-0.904211685844796,5.781956357089427,180.00000000000006,16199.970008852486,3,2.955899875941182,Normal
-1.7270135938613546e-17,0.9999999999999997,3.2550066863411744,11.566337783180392,4.877419441959348,-1.3797533173595509,6.257172759318899,179.9999999999999,16199.997822320458,3,2.7675810108775507,Normal
9.86864910777917e-18,1.0,3.22951159239219,11.207998354722001,4.90120656253455,-0.8858536124561883,5.787060174990738,180.00000000000006,16199.938716140172,3,3.0406323433113696,Normal
1.973729821555834e-17,1.0,3.0373890510889088,10.090473139518785,4.758959235356893,-0.8907259220665512,5.649685157423444,180.0,16199.94032004329,3,3.0313964922162144,Normal
-1.4802973661668754e-17,0.9999999999999998,3.3169609719369872,11.440061964595033,4.869289542854727,-0.9010184944779048,5.770308037332631,179.99999999999994,16199.979296863234,3,2.8819762576017394,Normal
-9.86864910777917e-18,1.0,3.3216923359413184,11.541638602390083,4.881285757662182,-1.05380686146885,5.935092619131032,180.0,16199.968160523767,3,2.96974988501364,Abnormal
-4.934324553889585e-18,1.0,3.263180003217669,10.95541321405159,4.738521705989832,-0.8124962867435689,5.551017992733401,180.0,16199.979942511703,3,2.8743934923496375,Normal
0.0,1.0,3.286530447892012,11.387998076583303,4.851396432089559,-0.9534260573485718,5.804822489438131,180.00000000000003,16199.971793399149,3,2.9612996399367066,Normal
-2.960594732333751e-17,0.9999999999999999,3.2471526365571384,11.243948402442628,4.875342215467924,-0.9088831912178477,5.784225406685772,179.99999999999997,16199.973143358107,3,2.9729321013917986,Normal
1.973729821555834e-17,1.0,3.3254796207661474,11.721631411383184,4.919325933787132,-1.0383919065264284,5.95771784031356,180.00000000000003,16199.985139032464,3,2.923021657499349,Normal
0.0,0.9999999999999998,3.207750737190303,11.02237227068856,4.840481865097611,-0.8572246457357275,5.6977065108333385,179.99999999999994,16199.922297364548,3,3.0892208440271003,Normal
-1.4802973661668754e-17,0.9999999999999999,3.3004354189194505,11.403547722456532,4.859205937009146,-0.921414548293027,5.780620485302173,179.99999999999997,16199.97460510239,3,2.930860554743665,Normal
-9.86864910777917e-18,1.0,3.1279677620988644,10.602940718795427,4.786472257554836,-1.2412722761191692,6.027744533674005,180.0,16199.983745454107,3,2.886718238635838,Normal
0.0,1.0,3.076138556955305,10.255039404874687,4.740342540849803,-0.9824191858463948,5.722761726696198,180.0,16199.975450135138,3,2.9310878212314377,Normal
-2.960594732333751e-17,1.0,3.2570502078663512,11.02161027557024,4.792916998633149,-0.8056650803229476,5.598582078956096,180.0,16199.967861928593,3,2.9536264098467213,Normal
1.973729821555834e-17,1.0,3.2974327345764562,11.348487053796863,4.870509675798902,-0.8465010632661303,5.717010739065032,180.00000000000003,16199.979767702896,3,2.925437182422264,Normal
-1.973729821555834e-17,0.9999999999999998,3.1151388811514438,10.588863546272611,4.841132862160072,-1.0871142597486818,5.928247121908754,179.99999999999994,16199.987533855745,3,2.9013434249113694,Normal
-2.2204460492503132e-17,0.9999999999999999,3.264587373433224,10.536700000928137,4.628793884506537,-0.8161056789053356,5.444899563411873,179.99999999999997,16199.9704881069,3,2.8558685245488284,Normal
1.973729821555834e-17,1.0,3.318238436189932,11.605443906817262,4.919621200476254,-0.8850222610981484,5.804643461574402,180.00000000000003,16199.965612802236,3,2.974390646170422,Normal
1.973729821555834e-17,1.0,3.22394654876408,10.92298298414225,4.8162365423724385,-0.9123442814874441,5.7285808238598825,180.00000000000003,16199.976217172903,3,2.9279014475433756,Normal
-2.960594732333751e-17,1.0,3.3116424431688234,11.447315431831125,4.820117812769406,-1.0742162266855413,5.8943340394549475,180.0,16199.97934794831,3,2.8926685839771067,Normal
-9.86864910777917e-18,0.9999999999999998,3.1326456953087787,10.572721887261237,4.802647620670373,-0.9955673677134484,5.798214988383822,179.99999999999994,16199.921848495485,3,3.0622299863553466,Normal
-1.973729821555834e-17,1.0,3.3354247121143366,11.619553919644073,4.862076707645887,-0.9121877182822916,5.774264425928179,180.00000000000006,16199.96671178517,3,2.9902107387553496,Normal
1.973729821555834e-17,1.0,3.164219031912363,9.903880389998191,4.542559484537848,-0.8859833353285571,5.428542819866405,180.00000000000003,16199.984828307286,3,2.770148730138703,Normal
-3.947459643111668e-17,1.0,3.106581062287341,10.558582486543433,4.806341003461441,-1.097063724692741,5.9034047281541815,180.00000000000003,16199.976737987488,3,2.938044440033561,Normal
1.973729821555834e-17,0.9999999999999999,3.1734097163167614,10.768259738233777,4.8106624435424346,-0.8459859078996805,5.656648351442115,179.99999999999997,16199.941373488044,3,3.0264797326230357,Normal
1.4802973661668754e-17,0.9999999999999999,3.1944835699461973,10.631080962893254,4.713288340614865,-1.0393018736089084,5.752590214223773,179.99999999999997,16199.98088264603,3,2.8585197364187236,Normal
0.0,1.0,3.2831264766597212,11.440101292899236,4.8858190874235,-0.9761349171392467,5.8619540045627465,180.0,16199.982878501847,3,2.889360893644954,Normal
-1.973729821555834e-17,0.9999999999999998,3.039809089212141,10.137791115516732,4.786731305098242,-1.0712211502261433,5.857952455324385,179.99999999999994,16199.963982498271,3,2.9465635134388033,Normal
0.0,1.0,3.136623081316608,10.51865929618822,4.787790515064188,-0.8387317874715662,5.626522302535754,180.00000000000003,16199.924258077717,3,3.053999850167056,Normal
0.0,1.0,3.2940132936018167,11.010245599068819,4.746450364205209,-0.7479900618410721,5.494440426046282,180.0,16199.979188227744,3,2.859855592314443,Normal
-9.86864910777917e-18,1.0,3.3255785742885835,11.729497010433903,4.9429945464961,-1.0486565103006678,5.991651056796767,180.0,16199.991758020944,3,2.86299825451319,Normal
1.973729821555834e-17,1.0,3.1294503561949023,10.689210211873094,4.824830820487183,-1.19857373639888,6.023404556886063,180.0,16199.959289292428,3,2.99701672901977,Normal
-9.86864910777917e-18,1.0,3.247707583581546,11.03892286028268,4.8220473634602845,-0.9318449121366887,5.753892275596973,180.0,16199.962935621812,3,2.9770662766062643,Normal
-3.947459643111668e-17,1.0,3.12315938943006,10.47953880801548,4.749924675172386,-1.118179974998932,5.868104650171317,180.0,16199.977872742837,3,2.8802516954601263,Normal
3.947459643111668e-17,0.9999999999999998,3.2732905274891464,11.196982521707502,4.813565774092246,-1.0122803741820063,5.825846148274252,179.99999999999994,16199.995361357633,3,2.7897416040268537,Normal
-1.4802973661668754e-17,0.9999999999999999,3.3297523720211943,11.692927737672315,4.9355354828784925,-0.978784138386039,5.914319621264531,179.99999999999997,16199.971585336432,3,2.9427566365639692,Normal
-9.86864910777917e-18,0.9999999999999999,3.1804808313986874,10.789207167192071,4.828526153573201,-0.9175449083022662,5.746071061875467,179.99999999999997,16199.953843389207,3,3.00317043600295,Normal
9.86864910777917e-18,0.9999999999999999,3.238923957133903,10.927169469165605,4.765152913866868,-0.824769563480521,5.589922477347389,179.99999999999997,16199.9679006724,3,2.9162073925564083,Normal
0.0,0.9999999999999999,3.342341286190005,12.02243913105188,4.984519958679368,-1.129092982074733,6.1136129407541,179.99999999999997,16199.98792254174,3,2.9212491121065876,Normal
-9.86864910777917e-18,0.9999999999999998,3.1227790325637512,10.1206418325959,4.664575565410437,-0.9813824387563724,5.645958004166809,179.99999999999994,16199.956950439497,3,2.9559454819611006,Normal
-9.86864910777917e-18,1.0,3.2523684070095618,11.100644760201474,4.808096308335262,-0.8357647471999401,5.6438610555352025,180.0,16199.957634110073,3,2.9762941297734073,Normal
-4.934324553889585e-18,1.0,3.185111052497249,10.654579333220884,4.7485525654897724,-0.9615938161211361,5.710146381610908,180.00000000000006,16199.979677623995,3,2.869079176309117,Normal
0.0,1.0,2.919264670002187,9.767686124812611,4.692410780381475,-1.5038984201733405,6.196309200554815,180.0,16199.990683045678,3,2.8253533173711274,Normal
9.86864910777917e-18,1.0,3.2137832797809285,11.08077799093181,4.8790364723714195,-0.8983998365980135,5.777436308969433,180.0,16199.937529368728,3,3.0658304159017074,Normal
9.86864910777917e-18,1.0,3.1377054218262748,10.667205801752015,4.7917007202522255,-0.9537359756824149,5.74543669593464,180.0,16199.975191284244,3,2.933320624823686,Normal
-9.86864910777917e-18,1.0,3.180130698125381,10.834621590514471,4.807153874396444,-0.9888739682572062,5.79602784265365,180.0,16199.97183072624,3,2.942352443240092,Normal
0.0,1.0,3.0045923347825263,10.039678480870574,4.76574845038905,-1.0940693653398357,5.859817815728886,180.0,16199.96958604994,3,2.957955842992432,Normal
1.973729821555834e-17,1.0,3.224635012333916,11.082750403210268,4.849677572204557,-0.968810780310103,5.8184883525146605,180.00000000000003,16199.950839227327,3,3.0012739466805725,Normal
0.0,1.0,3.19998283589463,10.904355483828041,4.831890723350498,-1.0187342053816573,5.850624928732156,180.00000000000003,16199.971733819499,3,2.9468849763188634,Normal
-9.86864910777917e-18,1.0,3.131714022653989,10.620467898834356,4.799584982791637,-1.1608919163532787,5.960476899144916,180.0,16199.964688402757,3,2.9531842463496965,Normal
-9.86864910777917e-18,1.0,3.0339872398841936,10.08640576959179,4.771623600118848,-1.0644497949263108,5.836073395045158,180.00000000000003,16199.978920207282,3,2.9117237527445017,Normal
0.0,1.0,3.181851656911328,10.811390678273437,4.819407706218548,-0.888157743112643,5.707565449331191,180.00000000000003,16199.93545939325,3,3.044439236787516,Normal
0.0,1.0,3.2235747109917687,10.492482050212033,4.650229722772285,-0.8091691658244726,5.459398888596757,180.0,16199.980338022928,3,2.8164534463101725,Normal
0.0,0.9999999999999999,3.4269724204924494,11.71064787449505,4.798472314041038,-0.8874860628203217,5.685958376861359,179.99999999999997,16199.995897120247,3,2.7317614595904973,Normal
